"customer_id","store_id","first_name","last_name","email","address_id","activebool","create_date","last_update","active","drank"
38,1,"Martha","Gonzalez","martha.gonzalez@sakilacustomer.org",42,True,"2006-02-14","2013-05-26 14:49:45.738",1,"19"
40,2,"Amanda","Carter","amanda.carter@sakilacustomer.org",44,True,"2006-02-14","2013-05-26 14:49:45.738",1,"20"
42,2,"Carolyn","Perez","carolyn.perez@sakilacustomer.org",46,True,"2006-02-14","2013-05-26 14:49:45.738",1,"21"
44,1,"Marie","Turner","marie.turner@sakilacustomer.org",48,True,"2006-02-14","2013-05-26 14:49:45.738",1,"22"
46,2,"Catherine","Campbell","catherine.campbell@sakilacustomer.org",50,True,"2006-02-14","2013-05-26 14:49:45.738",1,"23"
48,1,"Ann","Evans","ann.evans@sakilacustomer.org",52,True,"2006-02-14","2013-05-26 14:49:45.738",1,"24"
50,1,"Diane","Collins","diane.collins@sakilacustomer.org",54,True,"2006-02-14","2013-05-26 14:49:45.738",1,"25"
52,1,"Julie","Sanchez","julie.sanchez@sakilacustomer.org",56,True,"2006-02-14","2013-05-26 14:49:45.738",1,"26"
54,1,"Teresa","Rogers","teresa.rogers@sakilacustomer.org",58,True,"2006-02-14","2013-05-26 14:49:45.738",1,"27"
56,1,"Gloria","Cook","gloria.cook@sakilacustomer.org",60,True,"2006-02-14","2013-05-26 14:49:45.738",1,"28"
58,1,"Jean","Bell","jean.bell@sakilacustomer.org",62,True,"2006-02-14","2013-05-26 14:49:45.738",1,"29"
60,1,"Mildred","Bailey","mildred.bailey@sakilacustomer.org",64,True,"2006-02-14","2013-05-26 14:49:45.738",1,"30"
62,1,"Joan","Cooper","joan.cooper@sakilacustomer.org",66,True,"2006-02-14","2013-05-26 14:49:45.738",1,"31"
64,2,"Judith","Cox","judith.cox@sakilacustomer.org",68,True,"2006-02-14","2013-05-26 14:49:45.738",0,"32"
66,2,"Janice","Ward","janice.ward@sakilacustomer.org",70,True,"2006-02-14","2013-05-26 14:49:45.738",1,"33"
68,1,"Nicole","Peterson","nicole.peterson@sakilacustomer.org",72,True,"2006-02-14","2013-05-26 14:49:45.738",1,"34"
70,2,"Christina","Ramirez","christina.ramirez@sakilacustomer.org",74,True,"2006-02-14","2013-05-26 14:49:45.738",1,"35"
72,2,"Theresa","Watson","theresa.watson@sakilacustomer.org",76,True,"2006-02-14","2013-05-26 14:49:45.738",1,"36"
74,1,"Denise","Kelly","denise.kelly@sakilacustomer.org",78,True,"2006-02-14","2013-05-26 14:49:45.738",1,"37"
76,2,"Irene","Price","irene.price@sakilacustomer.org",80,True,"2006-02-14","2013-05-26 14:49:45.738",1,"38"
78,1,"Lori","Wood","lori.wood@sakilacustomer.org",82,True,"2006-02-14","2013-05-26 14:49:45.738",1,"39"
80,1,"Marilyn","Ross","marilyn.ross@sakilacustomer.org",84,True,"2006-02-14","2013-05-26 14:49:45.738",1,"40"
82,1,"Kathryn","Coleman","kathryn.coleman@sakilacustomer.org",86,True,"2006-02-14","2013-05-26 14:49:45.738",1,"41"
84,2,"Sara","Perry","sara.perry@sakilacustomer.org",88,True,"2006-02-14","2013-05-26 14:49:45.738",1,"42"
86,2,"Jacqueline","Long","jacqueline.long@sakilacustomer.org",90,True,"2006-02-14","2013-05-26 14:49:45.738",1,"43"
88,2,"Bonnie","Hughes","bonnie.hughes@sakilacustomer.org",92,True,"2006-02-14","2013-05-26 14:49:45.738",1,"44"
90,2,"Ruby","Washington","ruby.washington@sakilacustomer.org",94,True,"2006-02-14","2013-05-26 14:49:45.738",1,"45"
92,2,"Tina","Simmons","tina.simmons@sakilacustomer.org",96,True,"2006-02-14","2013-05-26 14:49:45.738",1,"46"
94,1,"Norma","Gonzales","norma.gonzales@sakilacustomer.org",98,True,"2006-02-14","2013-05-26 14:49:45.738",1,"47"
96,1,"Diana","Alexander","diana.alexander@sakilacustomer.org",100,True,"2006-02-14","2013-05-26 14:49:45.738",1,"48"
98,1,"Lillian","Griffin","lillian.griffin@sakilacustomer.org",102,True,"2006-02-14","2013-05-26 14:49:45.738",1,"49"
100,1,"Robin","Hayes","robin.hayes@sakilacustomer.org",104,True,"2006-02-14","2013-05-26 14:49:45.738",1,"50"
102,1,"Crystal","Ford","crystal.ford@sakilacustomer.org",106,True,"2006-02-14","2013-05-26 14:49:45.738",1,"51"
104,1,"Rita","Graham","rita.graham@sakilacustomer.org",108,True,"2006-02-14","2013-05-26 14:49:45.738",1,"52"
106,1,"Connie","Wallace","connie.wallace@sakilacustomer.org",110,True,"2006-02-14","2013-05-26 14:49:45.738",1,"53"
108,1,"Tracy","Cole","tracy.cole@sakilacustomer.org",112,True,"2006-02-14","2013-05-26 14:49:45.738",1,"54"
110,2,"Tiffany","Jordan","tiffany.jordan@sakilacustomer.org",114,True,"2006-02-14","2013-05-26 14:49:45.738",1,"55"
112,2,"Rosa","Reynolds","rosa.reynolds@sakilacustomer.org",116,True,"2006-02-14","2013-05-26 14:49:45.738",1,"56"
114,2,"Grace","Ellis","grace.ellis@sakilacustomer.org",118,True,"2006-02-14","2013-05-26 14:49:45.738",1,"57"
116,1,"Victoria","Gibson","victoria.gibson@sakilacustomer.org",120,True,"2006-02-14","2013-05-26 14:49:45.738",1,"58"
118,1,"Kim","Cruz","kim.cruz@sakilacustomer.org",122,True,"2006-02-14","2013-05-26 14:49:45.738",1,"59"
120,2,"Sylvia","Ortiz","sylvia.ortiz@sakilacustomer.org",124,True,"2006-02-14","2013-05-26 14:49:45.738",1,"60"
122,1,"Thelma","Murray","thelma.murray@sakilacustomer.org",126,True,"2006-02-14","2013-05-26 14:49:45.738",1,"61"
124,1,"Sheila","Wells","sheila.wells@sakilacustomer.org",128,True,"2006-02-14","2013-05-26 14:49:45.738",0,"62"
126,1,"Ellen","Simpson","ellen.simpson@sakilacustomer.org",130,True,"2006-02-14","2013-05-26 14:49:45.738",1,"63"
128,1,"Marjorie","Tucker","marjorie.tucker@sakilacustomer.org",132,True,"2006-02-14","2013-05-26 14:49:45.738",1,"64"
130,1,"Charlotte","Hunter","charlotte.hunter@sakilacustomer.org",134,True,"2006-02-14","2013-05-26 14:49:45.738",1,"65"
132,2,"Esther","Crawford","esther.crawford@sakilacustomer.org",136,True,"2006-02-14","2013-05-26 14:49:45.738",1,"66"
134,1,"Emma","Boyd","emma.boyd@sakilacustomer.org",138,True,"2006-02-14","2013-05-26 14:49:45.738",1,"67"
136,2,"Anita","Morales","anita.morales@sakilacustomer.org",140,True,"2006-02-14","2013-05-26 14:49:45.738",1,"68"
138,1,"Hazel","Warren","hazel.warren@sakilacustomer.org",142,True,"2006-02-14","2013-05-26 14:49:45.738",1,"69"
140,1,"Eva","Ramos","eva.ramos@sakilacustomer.org",144,True,"2006-02-14","2013-05-26 14:49:45.738",1,"70"
142,1,"April","Burns","april.burns@sakilacustomer.org",146,True,"2006-02-14","2013-05-26 14:49:45.738",1,"71"
144,1,"Clara","Shaw","clara.shaw@sakilacustomer.org",148,True,"2006-02-14","2013-05-26 14:49:45.738",1,"72"
146,1,"Jamie","Rice","jamie.rice@sakilacustomer.org",150,True,"2006-02-14","2013-05-26 14:49:45.738",1,"73"
148,1,"Eleanor","Hunt","eleanor.hunt@sakilacustomer.org",152,True,"2006-02-14","2013-05-26 14:49:45.738",1,"74"
150,2,"Danielle","Daniels","danielle.daniels@sakilacustomer.org",154,True,"2006-02-14","2013-05-26 14:49:45.738",1,"75"
152,1,"Alicia","Mills","alicia.mills@sakilacustomer.org",156,True,"2006-02-14","2013-05-26 14:49:45.738",1,"76"
154,2,"Michele","Grant","michele.grant@sakilacustomer.org",158,True,"2006-02-14","2013-05-26 14:49:45.738",1,"77"
156,1,"Bertha","Ferguson","bertha.ferguson@sakilacustomer.org",160,True,"2006-02-14","2013-05-26 14:49:45.738",1,"78"
158,1,"Veronica","Stone","veronica.stone@sakilacustomer.org",162,True,"2006-02-14","2013-05-26 14:49:45.738",1,"79"
160,2,"Erin","Dunn","erin.dunn@sakilacustomer.org",164,True,"2006-02-14","2013-05-26 14:49:45.738",1,"80"
162,2,"Lauren","Hudson","lauren.hudson@sakilacustomer.org",166,True,"2006-02-14","2013-05-26 14:49:45.738",1,"81"
164,2,"Joann","Gardner","joann.gardner@sakilacustomer.org",168,True,"2006-02-14","2013-05-26 14:49:45.738",1,"82"
166,1,"Lynn","Payne","lynn.payne@sakilacustomer.org",170,True,"2006-02-14","2013-05-26 14:49:45.738",1,"83"
168,1,"Regina","Berry","regina.berry@sakilacustomer.org",172,True,"2006-02-14","2013-05-26 14:49:45.738",1,"84"
170,1,"Beatrice","Arnold","beatrice.arnold@sakilacustomer.org",174,True,"2006-02-14","2013-05-26 14:49:45.738",1,"85"
172,1,"Bernice","Willis","bernice.willis@sakilacustomer.org",176,True,"2006-02-14","2013-05-26 14:49:45.738",1,"86"
174,2,"Yvonne","Watkins","yvonne.watkins@sakilacustomer.org",178,True,"2006-02-14","2013-05-26 14:49:45.738",1,"87"
176,1,"June","Carroll","june.carroll@sakilacustomer.org",180,True,"2006-02-14","2013-05-26 14:49:45.738",1,"88"
178,2,"Marion","Snyder","marion.snyder@sakilacustomer.org",182,True,"2006-02-14","2013-05-26 14:49:45.738",1,"89"
180,2,"Stacy","Cunningham","stacy.cunningham@sakilacustomer.org",184,True,"2006-02-14","2013-05-26 14:49:45.738",1,"90"
182,1,"Renee","Lane","renee.lane@sakilacustomer.org",186,True,"2006-02-14","2013-05-26 14:49:45.738",1,"91"
184,1,"Vivian","Ruiz","vivian.ruiz@sakilacustomer.org",188,True,"2006-02-14","2013-05-26 14:49:45.738",1,"92"
186,2,"Holly","Fox","holly.fox@sakilacustomer.org",190,True,"2006-02-14","2013-05-26 14:49:45.738",1,"93"
188,1,"Melanie","Armstrong","melanie.armstrong@sakilacustomer.org",192,True,"2006-02-14","2013-05-26 14:49:45.738",1,"94"
190,2,"Yolanda","Weaver","yolanda.weaver@sakilacustomer.org",194,True,"2006-02-14","2013-05-26 14:49:45.738",1,"95"
192,1,"Laurie","Lawrence","laurie.lawrence@sakilacustomer.org",196,True,"2006-02-14","2013-05-26 14:49:45.738",1,"96"
194,2,"Kristen","Chavez","kristen.chavez@sakilacustomer.org",198,True,"2006-02-14","2013-05-26 14:49:45.738",1,"97"
196,1,"Alma","Austin","alma.austin@sakilacustomer.org",200,True,"2006-02-14","2013-05-26 14:49:45.738",1,"98"
198,2,"Elsie","Kelley","elsie.kelley@sakilacustomer.org",202,True,"2006-02-14","2013-05-26 14:49:45.738",1,"99"
200,2,"Jeanne","Lawson","jeanne.lawson@sakilacustomer.org",204,True,"2006-02-14","2013-05-26 14:49:45.738",1,"100"
202,2,"Carla","Gutierrez","carla.gutierrez@sakilacustomer.org",206,True,"2006-02-14","2013-05-26 14:49:45.738",1,"101"
204,1,"Rosemary","Schmidt","rosemary.schmidt@sakilacustomer.org",208,True,"2006-02-14","2013-05-26 14:49:45.738",1,"102"
206,1,"Terri","Vasquez","terri.vasquez@sakilacustomer.org",210,True,"2006-02-14","2013-05-26 14:49:45.738",1,"103"
208,1,"Lucy","Wheeler","lucy.wheeler@sakilacustomer.org",212,True,"2006-02-14","2013-05-26 14:49:45.738",1,"104"
210,2,"Ella","Oliver","ella.oliver@sakilacustomer.org",214,True,"2006-02-14","2013-05-26 14:49:45.738",1,"105"
212,2,"Wilma","Richards","wilma.richards@sakilacustomer.org",216,True,"2006-02-14","2013-05-26 14:49:45.738",1,"106"
214,1,"Kristin","Johnston","kristin.johnston@sakilacustomer.org",218,True,"2006-02-14","2013-05-26 14:49:45.738",1,"107"
216,1,"Natalie","Meyer","natalie.meyer@sakilacustomer.org",220,True,"2006-02-14","2013-05-26 14:49:45.738",1,"108"
218,1,"Vera","Mccoy","vera.mccoy@sakilacustomer.org",222,True,"2006-02-14","2013-05-26 14:49:45.738",1,"109"
220,2,"Charlene","Alvarez","charlene.alvarez@sakilacustomer.org",224,True,"2006-02-14","2013-05-26 14:49:45.738",1,"110"
222,2,"Delores","Hansen","delores.hansen@sakilacustomer.org",226,True,"2006-02-14","2013-05-26 14:49:45.738",1,"111"
224,2,"Pearl","Garza","pearl.garza@sakilacustomer.org",228,True,"2006-02-14","2013-05-26 14:49:45.738",1,"112"
226,2,"Maureen","Little","maureen.little@sakilacustomer.org",230,True,"2006-02-14","2013-05-26 14:49:45.738",1,"113"
228,2,"Allison","Stanley","allison.stanley@sakilacustomer.org",232,True,"2006-02-14","2013-05-26 14:49:45.738",1,"114"
230,2,"Joy","George","joy.george@sakilacustomer.org",234,True,"2006-02-14","2013-05-26 14:49:45.738",1,"115"
232,2,"Constance","Reid","constance.reid@sakilacustomer.org",236,True,"2006-02-14","2013-05-26 14:49:45.738",1,"116"
234,1,"Claudia","Fuller","claudia.fuller@sakilacustomer.org",238,True,"2006-02-14","2013-05-26 14:49:45.738",1,"117"
236,1,"Marcia","Dean","marcia.dean@sakilacustomer.org",240,True,"2006-02-14","2013-05-26 14:49:45.738",1,"118"
238,1,"Nellie","Garrett","nellie.garrett@sakilacustomer.org",242,True,"2006-02-14","2013-05-26 14:49:45.738",1,"119"
240,1,"Marlene","Welch","marlene.welch@sakilacustomer.org",244,True,"2006-02-14","2013-05-26 14:49:45.738",1,"120"
242,1,"Glenda","Frazier","glenda.frazier@sakilacustomer.org",246,True,"2006-02-14","2013-05-26 14:49:45.738",1,"121"
244,2,"Viola","Hanson","viola.hanson@sakilacustomer.org",248,True,"2006-02-14","2013-05-26 14:49:45.738",1,"122"
246,1,"Marian","Mendoza","marian.mendoza@sakilacustomer.org",250,True,"2006-02-14","2013-05-26 14:49:45.738",1,"123"
248,1,"Caroline","Bowman","caroline.bowman@sakilacustomer.org",252,True,"2006-02-14","2013-05-26 14:49:45.738",1,"124"
250,2,"Jo","Fowler","jo.fowler@sakilacustomer.org",254,True,"2006-02-14","2013-05-26 14:49:45.738",1,"125"
252,2,"Mattie","Hoffman","mattie.hoffman@sakilacustomer.org",256,True,"2006-02-14","2013-05-26 14:49:45.738",1,"126"
254,2,"Maxine","Silva","maxine.silva@sakilacustomer.org",259,True,"2006-02-14","2013-05-26 14:49:45.738",1,"127"
256,2,"Mabel","Holland","mabel.holland@sakilacustomer.org",261,True,"2006-02-14","2013-05-26 14:49:45.738",1,"128"
258,1,"Myrtle","Fleming","myrtle.fleming@sakilacustomer.org",263,True,"2006-02-14","2013-05-26 14:49:45.738",1,"129"
260,1,"Christy","Vargas","christy.vargas@sakilacustomer.org",265,True,"2006-02-14","2013-05-26 14:49:45.738",1,"130"
262,2,"Patsy","Davidson","patsy.davidson@sakilacustomer.org",267,True,"2006-02-14","2013-05-26 14:49:45.738",1,"131"
264,1,"Gwendolyn","May","gwendolyn.may@sakilacustomer.org",269,True,"2006-02-14","2013-05-26 14:49:45.738",1,"132"
266,2,"Nora","Herrera","nora.herrera@sakilacustomer.org",271,True,"2006-02-14","2013-05-26 14:49:45.738",1,"133"
268,1,"Nina","Soto","nina.soto@sakilacustomer.org",273,True,"2006-02-14","2013-05-26 14:49:45.738",1,"134"
270,1,"Leah","Curtis","leah.curtis@sakilacustomer.org",275,True,"2006-02-14","2013-05-26 14:49:45.738",1,"135"
272,1,"Kay","Caldwell","kay.caldwell@sakilacustomer.org",277,True,"2006-02-14","2013-05-26 14:49:45.738",1,"136"
274,1,"Naomi","Jennings","naomi.jennings@sakilacustomer.org",279,True,"2006-02-14","2013-05-26 14:49:45.738",1,"137"
276,1,"Brandy","Graves","brandy.graves@sakilacustomer.org",281,True,"2006-02-14","2013-05-26 14:49:45.738",1,"138"
278,2,"Billie","Horton","billie.horton@sakilacustomer.org",283,True,"2006-02-14","2013-05-26 14:49:45.738",1,"139"
280,2,"Tracey","Barrett","tracey.barrett@sakilacustomer.org",285,True,"2006-02-14","2013-05-26 14:49:45.738",1,"140"
282,2,"Jenny","Castro","jenny.castro@sakilacustomer.org",287,True,"2006-02-14","2013-05-26 14:49:45.738",1,"141"
284,1,"Sonia","Gregory","sonia.gregory@sakilacustomer.org",289,True,"2006-02-14","2013-05-26 14:49:45.738",1,"142"
286,1,"Velma","Lucas","velma.lucas@sakilacustomer.org",291,True,"2006-02-14","2013-05-26 14:49:45.738",1,"143"
288,1,"Bobbie","Craig","bobbie.craig@sakilacustomer.org",293,True,"2006-02-14","2013-05-26 14:49:45.738",1,"144"
290,1,"Kristina","Chambers","kristina.chambers@sakilacustomer.org",295,True,"2006-02-14","2013-05-26 14:49:45.738",1,"145"
292,2,"Misty","Lambert","misty.lambert@sakilacustomer.org",297,True,"2006-02-14","2013-05-26 14:49:45.738",1,"146"
294,2,"Shelly","Watts","shelly.watts@sakilacustomer.org",299,True,"2006-02-14","2013-05-26 14:49:45.738",1,"147"
296,2,"Ramona","Hale","ramona.hale@sakilacustomer.org",301,True,"2006-02-14","2013-05-26 14:49:45.738",1,"148"
298,1,"Erika","Pena","erika.pena@sakilacustomer.org",303,True,"2006-02-14","2013-05-26 14:49:45.738",1,"149"
300,1,"John","Farnsworth","john.farnsworth@sakilacustomer.org",305,True,"2006-02-14","2013-05-26 14:49:45.738",1,"150"
302,1,"Michael","Silverman","michael.silverman@sakilacustomer.org",307,True,"2006-02-14","2013-05-26 14:49:45.738",1,"151"
304,2,"David","Royal","david.royal@sakilacustomer.org",309,True,"2006-02-14","2013-05-26 14:49:45.738",1,"152"
306,1,"Charles","Kowalski","charles.kowalski@sakilacustomer.org",311,True,"2006-02-14","2013-05-26 14:49:45.738",1,"153"
308,1,"Thomas","Grigsby","thomas.grigsby@sakilacustomer.org",313,True,"2006-02-14","2013-05-26 14:49:45.738",1,"154"
310,2,"Daniel","Cabral","daniel.cabral@sakilacustomer.org",315,True,"2006-02-14","2013-05-26 14:49:45.738",1,"155"
312,2,"Mark","Rinehart","mark.rinehart@sakilacustomer.org",317,True,"2006-02-14","2013-05-26 14:49:45.738",1,"156"
314,1,"George","Linton","george.linton@sakilacustomer.org",319,True,"2006-02-14","2013-05-26 14:49:45.738",1,"157"
316,1,"Steven","Curley","steven.curley@sakilacustomer.org",321,True,"2006-02-14","2013-05-26 14:49:45.738",1,"158"
318,1,"Brian","Wyman","brian.wyman@sakilacustomer.org",323,True,"2006-02-14","2013-05-26 14:49:45.738",1,"159"
320,2,"Anthony","Schwab","anthony.schwab@sakilacustomer.org",325,True,"2006-02-14","2013-05-26 14:49:45.738",1,"160"
322,1,"Jason","Morrissey","jason.morrissey@sakilacustomer.org",327,True,"2006-02-14","2013-05-26 14:49:45.738",1,"161"
324,2,"Gary","Coy","gary.coy@sakilacustomer.org",329,True,"2006-02-14","2013-05-26 14:49:45.738",1,"162"
326,1,"Jose","Andrew","jose.andrew@sakilacustomer.org",331,True,"2006-02-14","2013-05-26 14:49:45.738",1,"163"
328,2,"Jeffrey","Spear","jeffrey.spear@sakilacustomer.org",333,True,"2006-02-14","2013-05-26 14:49:45.738",1,"164"
330,1,"Scott","Shelley","scott.shelley@sakilacustomer.org",335,True,"2006-02-14","2013-05-26 14:49:45.738",1,"165"
332,1,"Stephen","Qualls","stephen.qualls@sakilacustomer.org",337,True,"2006-02-14","2013-05-26 14:49:45.738",1,"166"
334,2,"Raymond","Mcwhorter","raymond.mcwhorter@sakilacustomer.org",339,True,"2006-02-14","2013-05-26 14:49:45.738",1,"167"
336,1,"Joshua","Mark","joshua.mark@sakilacustomer.org",341,True,"2006-02-14","2013-05-26 14:49:45.738",1,"168"
338,1,"Dennis","Gilman","dennis.gilman@sakilacustomer.org",343,True,"2006-02-14","2013-05-26 14:49:45.738",1,"169"
340,1,"Patrick","Newsom","patrick.newsom@sakilacustomer.org",345,True,"2006-02-14","2013-05-26 14:49:45.738",1,"170"
342,1,"Harold","Martino","harold.martino@sakilacustomer.org",347,True,"2006-02-14","2013-05-26 14:49:45.738",1,"171"
344,1,"Henry","Billingsley","henry.billingsley@sakilacustomer.org",349,True,"2006-02-14","2013-05-26 14:49:45.738",1,"172"
346,1,"Arthur","Simpkins","arthur.simpkins@sakilacustomer.org",351,True,"2006-02-14","2013-05-26 14:49:45.738",1,"173"
348,2,"Roger","Quintanilla","roger.quintanilla@sakilacustomer.org",353,True,"2006-02-14","2013-05-26 14:49:45.738",1,"174"
350,1,"Juan","Fraley","juan.fraley@sakilacustomer.org",355,True,"2006-02-14","2013-05-26 14:49:45.738",1,"175"
352,1,"Albert","Crouse","albert.crouse@sakilacustomer.org",357,True,"2006-02-14","2013-05-26 14:49:45.738",1,"176"
354,2,"Justin","Ngo","justin.ngo@sakilacustomer.org",359,True,"2006-02-14","2013-05-26 14:49:45.738",1,"177"
356,2,"Gerald","Fultz","gerald.fultz@sakilacustomer.org",361,True,"2006-02-14","2013-05-26 14:49:45.738",1,"178"
358,2,"Samuel","Marlow","samuel.marlow@sakilacustomer.org",363,True,"2006-02-14","2013-05-26 14:49:45.738",1,"179"
360,2,"Ralph","Madrigal","ralph.madrigal@sakilacustomer.org",365,True,"2006-02-14","2013-05-26 14:49:45.738",1,"180"
362,1,"Nicholas","Barfield","nicholas.barfield@sakilacustomer.org",367,True,"2006-02-14","2013-05-26 14:49:45.738",1,"181"
364,1,"Benjamin","Varney","benjamin.varney@sakilacustomer.org",369,True,"2006-02-14","2013-05-26 14:49:45.738",1,"182"
366,1,"Brandon","Huey","brandon.huey@sakilacustomer.org",371,True,"2006-02-14","2013-05-26 14:49:45.738",1,"183"
368,1,"Harry","Arce","harry.arce@sakilacustomer.org",373,True,"2006-02-14","2013-05-26 14:49:45.738",0,"184"
370,2,"Wayne","Truong","wayne.truong@sakilacustomer.org",375,True,"2006-02-14","2013-05-26 14:49:45.738",1,"185"
372,2,"Steve","Mackenzie","steve.mackenzie@sakilacustomer.org",377,True,"2006-02-14","2013-05-26 14:49:45.738",1,"186"
374,2,"Jeremy","Hurtado","jeremy.hurtado@sakilacustomer.org",379,True,"2006-02-14","2013-05-26 14:49:45.738",1,"187"
376,1,"Randy","Gaither","randy.gaither@sakilacustomer.org",381,True,"2006-02-14","2013-05-26 14:49:45.738",1,"188"
378,1,"Eugene","Culpepper","eugene.culpepper@sakilacustomer.org",383,True,"2006-02-14","2013-05-26 14:49:45.738",1,"189"
380,1,"Russell","Brinson","russell.brinson@sakilacustomer.org",385,True,"2006-02-14","2013-05-26 14:49:45.738",1,"190"
382,2,"Victor","Barkley","victor.barkley@sakilacustomer.org",387,True,"2006-02-14","2013-05-26 14:49:45.738",1,"191"
384,2,"Ernest","Stepp","ernest.stepp@sakilacustomer.org",389,True,"2006-02-14","2013-05-26 14:49:45.738",1,"192"
386,1,"Todd","Tan","todd.tan@sakilacustomer.org",391,True,"2006-02-14","2013-05-26 14:49:45.738",1,"193"
388,2,"Craig","Morrell","craig.morrell@sakilacustomer.org",393,True,"2006-02-14","2013-05-26 14:49:45.738",1,"194"
390,1,"Shawn","Heaton","shawn.heaton@sakilacustomer.org",395,True,"2006-02-14","2013-05-26 14:49:45.738",1,"195"
392,2,"Sean","Douglass","sean.douglass@sakilacustomer.org",397,True,"2006-02-14","2013-05-26 14:49:45.738",1,"196"
394,2,"Chris","Brothers","chris.brothers@sakilacustomer.org",399,True,"2006-02-14","2013-05-26 14:49:45.738",1,"197"
396,1,"Earl","Shanks","earl.shanks@sakilacustomer.org",401,True,"2006-02-14","2013-05-26 14:49:45.738",1,"198"
398,1,"Antonio","Meek","antonio.meek@sakilacustomer.org",403,True,"2006-02-14","2013-05-26 14:49:45.738",1,"199"
400,2,"Bryan","Hardison","bryan.hardison@sakilacustomer.org",405,True,"2006-02-14","2013-05-26 14:49:45.738",1,"200"
402,1,"Luis","Yanez","luis.yanez@sakilacustomer.org",407,True,"2006-02-14","2013-05-26 14:49:45.738",1,"201"
404,2,"Stanley","Scroggins","stanley.scroggins@sakilacustomer.org",409,True,"2006-02-14","2013-05-26 14:49:45.738",1,"202"
406,1,"Nathan","Runyon","nathan.runyon@sakilacustomer.org",411,True,"2006-02-14","2013-05-26 14:49:45.738",0,"203"
408,1,"Manuel","Murrell","manuel.murrell@sakilacustomer.org",413,True,"2006-02-14","2013-05-26 14:49:45.738",1,"204"
410,2,"Curtis","Irby","curtis.irby@sakilacustomer.org",415,True,"2006-02-14","2013-05-26 14:49:45.738",1,"205"
412,2,"Allen","Butterfield","allen.butterfield@sakilacustomer.org",417,True,"2006-02-14","2013-05-26 14:49:45.738",1,"206"
414,1,"Vincent","Ralston","vincent.ralston@sakilacustomer.org",419,True,"2006-02-14","2013-05-26 14:49:45.738",1,"207"
416,2,"Jeffery","Pinson","jeffery.pinson@sakilacustomer.org",421,True,"2006-02-14","2013-05-26 14:49:45.738",1,"208"
418,2,"Jeff","East","jeff.east@sakilacustomer.org",423,True,"2006-02-14","2013-05-26 14:49:45.738",1,"209"
420,1,"Jacob","Lance","jacob.lance@sakilacustomer.org",425,True,"2006-02-14","2013-05-26 14:49:45.738",1,"210"
422,1,"Melvin","Ellington","melvin.ellington@sakilacustomer.org",427,True,"2006-02-14","2013-05-26 14:49:45.738",1,"211"
424,2,"Kyle","Spurlock","kyle.spurlock@sakilacustomer.org",429,True,"2006-02-14","2013-05-26 14:49:45.738",1,"212"
426,1,"Bradley","Motley","bradley.motley@sakilacustomer.org",431,True,"2006-02-14","2013-05-26 14:49:45.738",1,"213"
428,2,"Herbert","Kruger","herbert.kruger@sakilacustomer.org",433,True,"2006-02-14","2013-05-26 14:49:45.738",1,"214"
